Res_x Res_y Res_z
1	0	0
0.24952	1	0
0.140128	0.384074	0
0.0840369	0.202322	0
0.053645	0.120557	0
0.0361954	0.0789078	0
0.0258399	0.0553969	0
0.0199597	0.0415943	0
0.016937	0.0353711	0
0.0146343	0.0314351	0
0.0128645	0.0281782	0
0.0114562	0.0253649	0
0.010301	0.0229006	0
0.00932793	0.0207611	0
0.00849462	0.0188837	0
0.00777454	0.0172294	0
0.00713148	0.0157643	0
0.00656022	0.0144644	0
0.00605083	0.013304	0
0.00559421	0.0122615	0
0.0183408	0.0350842	0
0.0028531	0.00818544	0
0.00235033	0.00427168	0
0.00194062	0.00295578	0
0.00166886	0.00216592	0
0.00142905	0.00165774	0
0.00125576	0.00141805	0
0.00110706	0.00121751	0
0.000963833	0.00105487	0
0.000438915	0.000914601	0
0.000859327	0.000784	0
0.000763385	0.000687424	0
0.000278598	0.000605227	0
0.000654419	0.000522746	0
0.000211441	0.00046795	0
0.000583037	0.000370034	0
0.000130267	0.000450274	0
0.00052199	0.000292701	0
9.60556e-05	0.000395163	0
0.000464521	0.000229918	0
6.50535e-05	0.000485828	0
0.000423159	0.000174392	0
5.41888e-05	0.00136255	0
7.0415e-05	0.000138832	0
4.25949e-05	0.0001232	0
0.000908819	8.37297e-05	0
3.59803e-05	0.000464712	0
3.4042e-05	6.89053e-05	0
0.000228648	0.000393263	0
2.82842e-05	0.00013489	0
0.000213498	4.46643e-05	0
2.34934e-05	0.000472781	0
2.4072e-05	5.60808e-05	0
0.000237813	3.4647e-05	0
1.79736e-05	0.000414658	0
0.00019851	0.000313196	0
1.54586e-05	0.000247634	0
0.000213863	2.8749e-05	0
1.3007e-05	0.000249575	0
8.14018e-05	0.000197139	0
1.12183e-05	7.62563e-05	0
0.000101816	1.7631e-05	0
9.38349e-06	0.000190395	0
8.74483e-05	2.43529e-05	0
7.93253e-06	0.000173944	0
0.000114296	0.000134194	0
6.7499e-06	0.000117808	0
7.31375e-05	1.04354e-05	0
5.0452e-06	0.000115298	0
9.05561e-05	9.3023e-05	0
5.15677e-06	8.37567e-05	0
8.03798e-05	1.35774e-05	0
4.45421e-06	8.47997e-05	0
5.5895e-05	6.86597e-05	0
4.91907e-05	6.46371e-05	0
3.53971e-06	6.00423e-05	0
6.02601e-05	1.55942e-05	0
9.28398e-06	6.09648e-05	0
3.6654e-06	5.00334e-05	0
5.6909e-05	6.05683e-06	0
1.89253e-06	5.3346e-05	0
4.84392e-05	4.16652e-05	0
3.92366e-05	4.40693e-05	0
3.38549e-05	4.49908e-05	0
2.74299e-05	4.09675e-05	0
2.61053e-05	4.10024e-05	0
2.50651e-05	4.00092e-05	0
2.34313e-05	5.50811e-05	0
2.14748e-05	4.08384e-05	0
1.99716e-05	4.12068e-05	0
1.8885e-05	3.78933e-05	0
1.6392e-05	3.2916e-05	0
1.5388e-05	4.13061e-05	0
1.46116e-05	3.34565e-05	0
1.4062e-05	3.23357e-05	0
1.28936e-05	3.44777e-05	0
2.07696e-05	2.98634e-05	0
1.1776e-05	3.12692e-05	0
1.2757e-05	2.70391e-05	0
1.19382e-05	2.65069e-05	0
1.1289e-05	2.3467e-05	0
1.06431e-05	2.45251e-05	0
9.74718e-06	2.29349e-05	0
1.37822e-05	2.15654e-05	0
9.2707e-06	2.19394e-05	0
9.47689e-06	1.957e-05	0
8.86554e-06	1.86763e-05	0
8.32288e-06	1.70934e-05	0
9.78105e-06	1.74949e-05	0
7.47946e-06	1.47395e-05	0
7.63979e-06	1.57241e-05	0
6.11471e-06	1.50001e-05	0
6.253e-06	1.29356e-05	0
7.02033e-06	1.36627e-05	0
6.2308e-06	1.16907e-05	0
5.86726e-06	1.26407e-05	0
5.34985e-06	1.19564e-05	0
5.03805e-06	9.76596e-06	0
5.08699e-06	1.09347e-05	0
4.93406e-06	8.71105e-06	0
4.65053e-06	1.00479e-05	0
4.31621e-06	9.50671e-06	0
4.06628e-06	7.4441e-06	0
3.84279e-06	8.78609e-06	0
3.91099e-06	6.54453e-06	0
3.66739e-06	7.99125e-06	0
3.45326e-06	7.55258e-06	0
3.25265e-06	5.68059e-06	0
2.90724e-06	6.97642e-06	0
3.09084e-06	4.93861e-06	0
2.90747e-06	6.32726e-06	0
2.74265e-06	5.97373e-06	0
2.31934e-06	4.34351e-06	0
2.54161e-06	5.4128e-06	0
2.45751e-06	3.78106e-06	0
1.91537e-06	5.04522e-06	0
2.26058e-06	3.44052e-06	0
2.12242e-06	4.58369e-06	0
2.00252e-06	3.3248e-06	0
1.59028e-06	4.20208e-06	0
1.89452e-06	2.85161e-06	0
1.76374e-06	3.80526e-06	0
1.30724e-06	2.79298e-06	0
1.61437e-06	3.43432e-06	0
1.55052e-06	2.47808e-06	0
1.11729e-06	3.16625e-06	0
1.43876e-06	2.18639e-06	0
1.33736e-06	2.86856e-06	0
9.45336e-07	2.12401e-06	0
1.2322e-06	2.15717e-06	0
1.16106e-06	2.49609e-06	0
8.11084e-07	1.88734e-06	0
1.07052e-06	1.88376e-06	0
7.56733e-07	2.16503e-06	0
9.92106e-07	1.57205e-06	0
9.2301e-07	1.96701e-06	0
6.40943e-07	1.48521e-06	0
8.47376e-07	1.48612e-06	0
6.02957e-07	1.70603e-06	0
7.83445e-07	1.24335e-06	0
5.64009e-07	1.54852e-06	0
7.13533e-07	1.12344e-06	0
5.17447e-07	1.40642e-06	0
6.49245e-07	1.02045e-06	0
4.72747e-07	1.277e-06	0
5.90136e-07	9.26742e-07	0
4.30578e-07	1.00723e-06	0
5.3247e-07	9.47107e-07	0
3.93283e-07	1.05838e-06	0
4.87547e-07	7.89072e-07	0
3.57829e-07	8.41409e-07	0
4.39847e-07	7.86083e-07	0
3.25998e-07	8.73216e-07	0
4.02149e-07	6.55345e-07	0
2.95925e-07	6.94843e-07	0
3.62727e-07	6.49567e-07	0
2.69332e-07	6.41913e-07	0
3.29833e-07	5.93885e-07	0
2.45152e-07	5.86222e-07	0
2.99546e-07	5.41027e-07	0
2.23296e-07	5.32622e-07	0
2.7179e-07	4.92518e-07	0
2.03672e-07	4.83723e-07	0
2.46367e-07	4.48242e-07	0
