Res_x Res_y Res_z
1	0	0
0.249701	1	0
0.140147	0.384647	0
0.0840519	0.202534	0
0.0536465	0.120642	0
0.0361385	0.0789557	0
0.025715	0.0553935	0
0.0200901	0.0416103	0
0.0169294	0.0354217	0
0.0146219	0.031615	0
0.0128456	0.0282107	0
0.0114463	0.0253478	0
0.0102931	0.0228896	0
0.00932218	0.0207523	0
0.00848846	0.0188778	0
0.00776219	0.0172246	0
0.00712047	0.0157609	0
0.00655324	0.0144598	0
0.00604594	0.0132965	0
0.0055902	0.0122509	0
0.00518045	0.0113072	0
0.00480549	0.0104453	0
0.0044652	0.00966403	0
0.00414872	0.00895087	0
0.00385954	0.00830194	0
0.0035947	0.00771081	0
0.00335218	0.00717134	0
0.00312995	0.00667859	0
0.0029255	0.00622727	0
0.00273695	0.00581273	0
0.0025627	0.00543125	0
0.00240139	0.00507939	0
0.00225181	0.0047544	0
0.00211295	0.0044536	0
0.00198382	0.00417486	0
0.00186364	0.00391616	0
0.00175164	0.00367575	0
0.00164717	0.00345209	0
0.00154965	0.00324376	0
0.00145851	0.00304957	0
0.00138308	0.00289621	0
0.00132445	0.00277044	0
0.00126781	0.00264974	0
0.00121379	0.00253381	0
0.00116175	0.00242287	0
0.00111173	0.00231653	0
0.00106369	0.00221457	0
0.00101756	0.00211689	0
0.000973282	0.0020233	0
0.000930801	0.00193365	0
0.000890048	0.00184781	0
0.000850986	0.00176557	0
0.000813523	0.0016869	0
0.000777631	0.00161156	0
0.000743239	0.00153948	0
0.000710284	0.0014705	0
0.000678732	0.00140448	0
0.000648501	0.00134137	0
0.000619573	0.00128096	0
0.000591868	0.00122321	0
0.000565362	0.00116798	0
0.00053999	0.00111516	0
0.000515717	0.00106467	0
0.000492494	0.00101639	0
0.000470278	0.000970255	0
0.000449035	0.000926143	0
0.00042871	0.000883986	0
0.000409287	0.000843721	0
0.000390711	0.000805225	0
0.000372957	0.000768451	0
0.000355981	0.000733315	0
0.000339761	0.00069975	0
0.000324257	0.000667683	0
0.000309442	0.000637058	0
0.000295285	0.000607809	0
0.000281763	0.000579873	0
0.000268842	0.000553192	0
0.000256502	0.000527715	0
0.000244711	0.000503393	0
0.000233456	0.000480164	0
0.000222702	0.000457986	0
0.000212416	0.000436839	0
0.000202626	0.000416602	0
0.000193267	0.000397315	0
0.000184332	0.000378905	0
0.000175803	0.000361335	0
0.00016766	0.000344567	0
0.000159888	0.000328565	0
0.000152469	0.000313293	0
0.000145388	0.000298719	0
0.000138631	0.000284813	0
0.000132182	0.000271545	0
0.000126028	0.000258885	0
0.000120156	0.000246806	0
0.000114554	0.000235284	0
0.000109209	0.000224291	0
0.000104108	0.000213805	0
9.92431e-05	0.000203803	0
9.46022e-05	0.000194262	0
9.0175e-05	0.000185162	0
8.59527e-05	0.000176483	0
8.19244e-05	0.000168205	0
7.80828e-05	0.000160312	0
7.44194e-05	0.000152784	0
7.09253e-05	0.000145605	0
6.75933e-05	0.00013876	0
