Time Iteration ExecutionTime Residual Res_x Res_y Res_z
1 0 2.09 1 
1 1 3.7 0.3640899321170495 
1 2 5 0.1682089072551645 
1 3 6.5 0.07812943054974078 
1 4 8.050000000000001 0.04636748435553713 
1 5 9.630000000000001 0.02617489169426425 
1 6 11.17 0.02123410780281519 
1 7 12.72 0.0169389434631049 
1 8 14.24 0.01502371778450239 
1 9 15.76 0.01287833840155242 
1 10 17.32 0.01142182516865339 
1 11 18.87 0.01005134146359939 
1 12 20.43 0.008962146771153543 
1 13 21.99 0.007994094158308833 
1 14 23.49 0.007173855032380333 
1 15 25.01 0.006443035274956211 
1 16 26.55 0.005798031713793259 
1 17 28.08 0.005228853760767808 
1 18 29.6 0.004959526688709427 
1 19 31.09 0.004702122320398424 
1 20 43.84 0.01000474246578602 
1 21 44.08 0.004609895256195529 
1 22 44.25 0.001729694365169044 
1 23 44.51 0.002333697867831761 
1 24 44.69 0.0007744665874422034 
1 25 44.84 0.0003637847497534487 
1 26 45 0.0003098613312075563 
1 27 45.21 0.000626786132300436 
1 28 45.45 0.0004351240667278936 
1 29 45.59 0.0001658636000697985 
1 30 45.72 0.0001444665659224896 
1 31 45.9 0.0001915017244436066 
1 32 46.06 0.0001188421231307452 
1 33 46.19 9.367285227631228e-05 
1 34 46.43 0.0004751085524268534 
1 35 46.68 0.000223349257303982 
1 36 46.82 6.477502586531525e-05 
1 37 46.98 6.171140911715272e-05 
1 38 47.1 5.233545515440942e-05 
1 39 47.26 0.000117928422248156 
1 40 47.54 8.482101324564519e-05 
1 41 47.71 0.0001013387043898081 
1 42 47.87 6.539747830795323e-05 
1 43 48 2.93537195472506e-05 
1 44 48.29 0.0001661572748970767 
1 45 48.58 9.692551692085069e-05 
1 46 48.71 2.15278415957357e-05 
1 47 48.87 7.53594021316691e-05 
1 48 49.05 4.821089441500586e-05 
1 49 49.24 6.857811925845417e-05 
1 50 49.83 0.0001508623034409478 
1 51 50.23 0.0002139491635376749 
1 52 50.55 4.388292569650765e-05 
1 53 50.95 0.0001803210294291937 
1 54 51.33 5.63058949028364e-05 
1 55 51.89 0.0001370692026105461 
1 56 52.53 8.096765507024574e-05 
1 57 53.09 0.0001204502178776138 
1 58 53.47 4.59054563553514e-05 
1 59 54.07 0.0001030419692677389 
1 60 54.67 5.615942778676611e-05 
1 61 55.38 0.0001311769991791176 
1 62 56.11 6.30179812753345e-05 
1 63 56.45 3.270286495150242e-05 
1 64 56.94 5.571201629877318e-05 
1 65 57.52 4.720806493885441e-05 
1 66 58.1 3.406803144327343e-05 
1 67 58.6 4.460206434714657e-05 
1 68 59.14 4.162151429867444e-05 
1 69 59.93 3.103305655648755e-05 
1 70 60.49 3.480421537438954e-05 
1 71 61.3 2.789205832611548e-05 
1 72 61.89 3.082858451525365e-05 
1 73 62.69 2.376748636840674e-05 
1 74 63.28 2.724826575958153e-05 
1 75 64.11 2.118929900688402e-05 
1 76 64.7 2.392584681644438e-05 
1 77 65.54000000000001 1.907789552352284e-05 
1 78 66.13 2.092510781973443e-05 
1 79 66.92 1.699131542271041e-05 
1 80 67.48999999999999 1.824166793334885e-05 
1 81 68.27 1.496499884723226e-05 
1 82 68.84999999999999 1.58523966136958e-05 
1 83 69.66 1.308753992394574e-05 
1 84 70.26000000000001 1.376164613103912e-05 
1 85 71.09999999999999 1.133473215386416e-05 
1 86 71.72 1.206721414781753e-05 
1 87 72.66 9.944623509261215e-06 
1 88 73.26000000000001 1.052431995495391e-05 
1 89 74.17 8.678904582968095e-06 
1 90 74.83 9.168114560665774e-06 
1 91 75.73 7.609610390744266e-06 
1 92 76.37 8.014138162748474e-06 
1 93 77.3 6.646442871174679e-06 
1 94 77.93000000000001 6.984224390646853e-06 
1 95 78.84999999999999 5.780838587899026e-06 
1 96 79.55 6.056791029550686e-06 
1 97 80.51000000000001 5.009215709354045e-06 
1 98 81.34999999999999 4.713983297719786e-06 
1 99 82.19 4.05546145408335e-06 
1 100 82.77 5.059621578816057e-06 
1 101 83.63 3.954658583339209e-06 
1 102 84.25 4.294392640160942e-06 
1 103 85.15000000000001 3.408483072426192e-06 
1 104 85.98 2.908649341557601e-06 
1 105 86.88 2.874229262873114e-06 
1 106 87.5 3.361005102056874e-06 
1 107 88.37 2.665848316162467e-06 
1 108 89.19 2.315348943006607e-06 
1 109 90.06 2.263004259884682e-06 
1 110 90.69 2.556586283437457e-06 
1 111 91.67 2.035135256000565e-06 
1 112 92.65000000000001 1.743495964461602e-06 
1 113 93.59 1.734072081016967e-06 
1 114 94.2 1.945549837303086e-06 
1 115 95.11 1.532051932032749e-06 
1 116 95.95999999999999 1.352402211464302e-06 
1 117 96.88 1.321578676865271e-06 
1 118 97.55 1.45194185738841e-06 
1 119 98.48 1.176592296361438e-06 
1 120 99.19 1.192586266860984e-06 
1 121 99.88 1.125486268061161e-06 
1 122 100.79 8.927913230332613e-07 
1 123 101.49 9.385826323706084e-07 
1 124 102.11 9.03667565264245e-07 
1 125 103.03 7.14949016950858e-07 
1 126 103.61 7.83578539318453e-07 
1 127 104.2 7.357821874838976e-07 
1 128 104.83 6.671856661175531e-07 
1 129 105.45 6.148268978043951e-07 
1 130 105.95 4.909923193786892e-07 
1 131 106.36 3.892795040808806e-07 
1 132 106.7 2.853678179984677e-07 
1 133 107.04 5.540190966329212e-07 
1 134 107.4 3.088060334349169e-07 
1 135 107.89 4.938665672593358e-07 
1 136 108.24 2.558625387286439e-07 
1 137 108.57 4.156620867242612e-07 
1 138 108.94 2.511459106348333e-07 
